CustID,Age,MembersInFamily,Occupation,Area,TenureInMonths,AvgSTDCalls,AvgLocalCalls,AvgDataUsage,BillPaymentMode,AvgAmount,Churned
ID11099,40,3,3,Area1,5,15,15,211,2,1440,1
ID11100,28,3,2,Area1,7,12,11,1261,1,700,0
ID11101,33,5,3,Area1,14,10,9,43,2,328,0
ID11102,32,5,2,Area1,7,13,10,308,2,720,0
ID11103,32,2,1,Area1,14,22,14,527,2,1231,1
ID11104,39,4,2,Area1,16,13,10,409,2,446,0
ID11105,28,2,1,Area1,8,16,16,392,2,791,1
ID11106,29,3,1,Area1,8,12,10,2300,2,429,1
ID11107,38,3,3,Area1,12,17,17,5035,2,1061,1
ID11108,31,3,3,Area1,13,19,19,4085,2,871,0
ID11109,32,4,1,Area1,10,21,20,430,2,805,0
ID11110,25,2,2,Area1,14,8,8,495,2,690,1
ID11111,26,5,2,Area1,7,13,13,1579,2,873,0
ID11112,38,3,2,Area1,14,17,17,5932,2,981,0
ID11113,29,2,3,Area1,13,19,19,624,2,957,1
ID11114,39,2,3,Area1,14,27,24,846,1,1006,1
ID11115,40,3,3,Area1,15,17,17,2777,2,642,0
ID11116,33,2,2,Area1,11,9,9,1201,2,572,0
ID11117,25,2,3,Area1,11,14,14,836,1,1396,1
ID11118,34,3,2,Area1,15,11,11,239,2,630,0
ID11119,32,3,2,Area1,11,13,13,2354,2,1372,0
ID11120,30,3,3,Area1,14,12,11,438,2,950,0
ID11121,40,4,1,Area1,16,9,8,8082,1,887,0
ID11122,34,5,3,Area1,14,18,13,1893,1,802,0
ID11123,39,2,1,Area1,14,8,8,1179,2,1216,0
ID11124,28,2,2,Area1,13,15,15,844,2,1330,1
ID11125,28,3,3,Area1,13,13,11,1247,2,1186,1
ID11126,39,3,2,Area1,12,12,12,86,1,544,0
ID11127,35,3,1,Area1,15,17,17,347,2,1240,0
ID11128,40,3,3,Area1,14,10,10,3105,2,1389,0
ID11129,35,4,2,Area1,11,17,15,1723,2,1492,0
ID11130,37,3,1,Area2,14,15,15,823,2,452,0
ID11131,36,3,1,Area1,16,27,27,3151,2,302,0
ID11132,38,3,3,Area1,14,18,18,573,2,631,0
ID11133,34,4,2,Area1,10,10,10,698,2,786,0
ID11134,34,3,2,Area1,16,20,19,992,2,764,0
ID11135,37,3,3,Area1,13,45,34,1547,2,379,0
ID11136,26,5,3,Area1,13,13,13,1161,2,645,0
ID11137,28,3,3,Area1,8,15,15,653,2,1238,1
ID11138,27,3,3,Area1,7,10,9,731,1,1456,1
ID11139,39,2,3,Area1,10,19,16,118,2,1266,1
ID11140,35,2,2,Area2,12,12,12,181,2,688,0
ID11141,30,3,1,Area1,12,14,12,194,2,1265,1
ID11142,28,3,2,Area1,9,12,10,1660,1,1385,1
ID11143,28,2,2,Area1,6,12,12,1206,2,376,1
ID11144,35,3,1,Area1,14,8,8,3429,2,1323,1
ID11145,38,4,3,Area1,12,11,9,481,1,883,0
ID11146,40,2,2,Area1,11,10,10,1146,2,451,0
ID11147,31,3,3,Area1,16,41,36,3589,2,988,0
ID11148,26,3,3,Area1,15,11,10,2836,2,627,0
ID11149,40,4,3,Area1,12,14,9,28,1,683,0
ID11150,33,4,1,Area1,14,6,6,888,2,392,0
ID11151,36,3,2,Area1,10,10,9,465,2,1226,0
ID11152,31,2,2,Area1,11,8,8,221,2,373,0
ID11153,35,2,1,Area1,14,21,14,2917,1,790,0
ID11154,29,3,1,Area1,16,13,12,770,2,840,0
ID11155,33,3,2,Area1,16,8,8,952,2,735,0
ID11156,27,3,3,Area1,16,36,25,3403,2,978,0
ID11157,27,3,3,Area1,14,10,9,2657,2,827,1
ID11158,29,5,3,Area1,16,19,19,2211,2,535,0
ID11159,27,3,2,Area1,13,15,15,3866,1,1468,1
ID11160,35,3,2,Area1,13,12,10,1084,1,504,0
ID11161,34,3,1,Area1,14,18,18,961,2,773,0
ID11162,26,3,3,Area1,5,16,16,375,1,864,0
ID11163,28,2,1,Area1,14,8,8,901,2,793,1
ID11164,31,3,1,Area1,9,18,18,1757,2,303,0
ID11165,32,3,2,Area1,12,24,24,626,2,1494,0
ID11166,35,3,3,Area1,17,29,27,3179,2,1263,1
ID11167,26,3,2,Area1,13,9,11,2712,2,724,0
ID11168,26,3,3,Area1,10,10,10,836,2,507,0
ID11169,29,3,1,Area1,17,21,21,468,2,497,0
ID11170,28,3,1,Area1,13,19,19,3299,2,916,1
ID11171,36,3,2,Area1,13,20,17,943,2,507,0
ID11172,34,3,1,Area1,12,12,10,776,2,1406,0
ID11173,30,4,2,Area1,15,27,18,6865,1,743,1
ID11174,34,5,2,Area1,16,14,11,825,2,1022,0
ID11175,33,4,1,Area1,14,17,16,931,1,1402,0
ID11176,25,2,2,Area1,4,31,25,1040,1,1358,1
ID11177,25,3,2,Area1,5,15,12,235,2,809,0
ID11178,39,3,3,Area1,8,11,11,568,2,1415,0
ID11179,31,3,3,Area1,12,41,25,321,2,548,0
ID11180,29,4,3,Area1,10,8,9,863,2,717,0
ID11181,38,3,2,Area1,14,23,23,4595,2,741,0
ID11182,31,3,3,Area1,6,14,14,1076,2,1316,0
ID11183,28,2,3,Area2,15,12,11,5917,1,1063,1
ID11184,36,5,2,Area1,14,36,32,23746,2,580,0
ID11185,32,3,3,Area1,13,19,16,520,2,445,0
ID11186,39,5,2,Area1,15,18,15,994,2,467,0
ID11187,33,4,1,Area1,9,12,12,999,2,723,0
ID11188,37,2,3,Area1,16,10,10,649,2,318,0
ID11189,38,3,3,Area1,13,10,9,287,2,467,0
ID11190,31,5,3,Area1,16,13,13,2242,2,333,0
ID11191,35,3,3,Area1,9,10,10,4234,2,860,0
ID11192,35,3,2,Area1,14,37,36,975,2,1073,0
ID11193,31,6,1,Area1,12,10,10,1433,2,533,0
ID11194,30,3,2,Area1,13,28,21,1481,1,382,0
ID11195,29,3,1,Area1,12,26,22,1470,2,407,0
ID11196,37,3,2,Area1,5,9,6,826,1,724,0
ID11197,34,3,3,Area1,13,20,16,1940,2,365,0
ID11198,37,5,2,Area1,8,10,8,4073,1,845,0
ID11199,40,3,2,Area1,12,16,16,1170,2,954,0
ID11200,25,2,3,Area1,13,17,17,1033,2,549,0
ID11201,27,2,1,Area1,9,18,18,758,2,1171,1
ID11202,31,3,3,Area1,9,15,12,316,1,1089,0
ID11203,26,4,3,Area1,12,23,22,2754,2,1244,1
ID11204,39,6,1,Area1,14,22,21,2146,2,1477,0
ID11205,37,3,3,Area1,8,16,13,724,2,842,0
ID11206,29,4,1,Area1,14,19,19,1821,2,761,0
ID11207,37,2,3,Area1,13,13,12,191,1,824,0
ID11208,36,3,2,Area1,16,20,16,2220,2,600,0
ID11209,38,2,2,Area1,16,9,9,223,2,1458,1
ID11210,31,4,3,Area1,14,11,10,1292,2,613,0
ID11211,29,3,1,Area1,15,10,10,1452,2,991,0
ID11212,31,4,1,Area1,13,28,20,3051,2,1490,0
ID11213,34,4,3,Area1,14,10,10,2083,2,1073,0
ID11214,33,2,3,Area1,16,21,21,982,2,772,0
ID11215,29,3,1,Area1,16,29,21,2112,2,524,0
ID11216,39,4,2,Area1,14,16,16,742,2,503,0
ID11217,35,5,3,Area1,14,20,20,1825,2,1228,0
ID11218,29,2,3,Area1,12,13,11,454,2,945,0
ID11219,31,4,2,Area1,14,18,18,560,2,1273,0
ID11220,39,3,2,Area1,11,8,8,1976,2,626,0
ID11221,38,3,3,Area1,9,14,14,3376,2,879,1
ID11222,30,4,1,Area1,13,25,21,3087,1,1426,1
ID11223,26,2,2,Area1,15,28,20,1429,1,1470,1
ID11224,39,3,2,Area1,8,16,16,416,2,358,0
ID11225,34,2,3,Area1,16,31,31,1358,2,1493,0
ID11226,32,2,2,Area1,7,16,10,11,2,1341,1
ID11227,26,3,2,Area1,11,32,31,1741,2,608,0
ID11228,38,2,1,Area1,15,24,21,971,2,1480,0
ID11229,33,5,2,Area1,13,7,7,283,2,465,0
ID11230,26,2,2,Area1,11,9,9,959,2,643,0
ID11231,26,3,1,Area1,7,10,10,272,2,652,0
ID11232,30,2,3,Area1,13,10,10,12,2,398,1
ID11233,35,4,2,Area1,15,25,17,569,2,360,0
ID11234,32,4,1,Area1,15,24,22,3470,2,1496,0
ID11235,33,6,1,Area1,14,26,26,90,2,786,0
ID11236,30,5,1,Area1,7,16,13,481,1,1247,1
ID11237,40,3,3,Area2,15,28,28,1632,2,941,0
ID11238,36,3,2,Area1,13,12,10,1131,2,997,0
ID11239,30,3,1,Area1,4,21,16,540,2,803,1
ID11240,28,7,1,Area1,6,22,16,1318,2,380,0
ID11241,37,3,2,Area1,14,14,14,3678,2,1261,1
ID11242,27,2,2,Area1,14,11,8,134,2,1182,1
ID11243,40,4,1,Area1,11,19,14,2485,2,891,0
ID11244,36,3,1,Area1,13,13,12,8,2,1434,0
ID11245,28,3,2,Area1,12,15,15,265,2,548,0
ID11246,37,3,1,Area1,16,10,9,614,2,1050,0
ID11247,27,3,2,Area1,14,15,15,41,2,1056,1
ID11248,37,3,2,Area1,4,30,18,97,1,541,0
ID11249,38,6,2,Area1,13,30,20,828,2,724,0
ID11250,36,2,3,Area1,14,19,16,436,2,663,0
ID11251,27,2,3,Area1,16,10,10,1521,2,808,0
ID11252,30,2,3,Area1,9,19,17,700,2,1262,1
ID11253,34,3,2,Area1,16,12,12,1694,2,934,0
ID11254,29,3,3,Area1,14,17,17,7536,2,1294,1
ID11255,36,4,3,Area1,14,14,8,524,2,455,0
ID11256,38,2,2,Area1,9,14,12,1387,1,742,0
ID11257,32,3,1,Area1,13,14,14,712,2,1225,0
ID11258,31,4,2,Area1,15,12,9,1250,2,1112,0
ID11259,32,3,1,Area1,13,9,9,261,2,947,0
ID11260,30,4,3,Area1,14,18,18,2514,1,852,0
ID11261,30,3,1,Area1,13,7,6,492,2,1262,0
ID11262,31,2,1,Area1,16,10,10,1309,2,991,0
ID11263,26,2,2,Area1,13,13,12,568,2,1003,1
ID11264,34,2,3,Area1,10,15,15,162,2,793,0
ID11265,31,3,3,Area1,15,19,19,1900,2,345,0
ID11266,39,2,2,Area1,9,25,25,1304,1,958,1
ID11267,37,3,1,Area1,13,22,13,388,1,879,0
ID11268,33,2,2,Area1,5,16,13,316,2,407,0
ID11269,40,3,1,Area1,11,10,8,370,1,916,0
ID11270,33,3,1,Area1,17,17,16,1653,2,1428,0
ID11271,25,3,3,Area1,14,11,11,971,2,306,0
ID11272,40,2,1,Area1,11,13,12,1150,2,523,0
ID11273,36,3,1,Area1,6,9,9,543,2,792,0
ID11274,32,2,2,Area1,15,34,31,3785,2,888,1
ID11275,32,2,3,Area1,16,11,11,900,2,646,0
ID11276,39,6,1,Area1,11,14,9,1182,2,685,0
ID11277,37,4,3,Area1,6,12,12,878,2,404,0
ID11278,26,2,3,Area1,9,12,8,1374,1,514,1
ID11279,39,3,3,Area1,13,26,22,1364,1,881,0
ID11280,27,10,3,Area1,14,28,24,5474,2,1415,1
ID11281,25,3,3,Area1,13,13,13,516,2,759,0
ID11282,31,2,1,Area1,14,13,13,302,2,1116,0
ID11283,34,2,1,Area1,10,13,13,4840,2,1240,1
ID11284,32,6,2,Area1,11,19,22,2547,2,1259,0
ID11285,34,4,1,Area1,11,11,9,1117,2,488,0
ID11286,39,6,3,Area1,16,31,31,2550,2,1308,0
ID11287,33,2,2,Area1,14,7,7,2471,2,995,0
ID11288,39,2,3,Area1,14,11,11,1436,2,1254,1
ID11289,33,2,2,Area1,12,11,9,2433,2,1141,1
ID11290,39,4,2,Area1,8,15,15,281,2,946,0
ID11291,38,2,2,Area1,15,11,11,3545,2,461,0
ID11292,39,3,3,Area1,13,12,12,6795,2,905,0
ID11293,32,2,1,Area1,9,6,6,859,2,1121,1
ID11294,38,3,3,Area1,11,2,2,64,2,309,0
ID11295,37,3,1,Area1,10,24,19,1295,1,1445,0
ID11296,39,3,3,Area1,16,6,6,1097,2,958,0
ID11297,27,3,2,Area1,17,9,9,5145,2,1346,1
ID11298,30,4,2,Area1,15,18,17,2873,2,805,0
ID11299,29,5,2,Area1,14,10,9,1222,2,1182,0
ID11300,33,3,2,Area1,10,13,13,444,2,948,0
ID11301,30,3,2,Area1,14,17,13,2284,2,1098,1
ID11302,32,4,3,Area1,13,19,19,616,2,679,0
ID11303,37,4,1,Area1,8,8,10,869,2,1366,0
ID11304,31,5,3,Area1,13,21,22,1543,2,315,0
ID11305,34,3,3,Area1,6,10,10,1315,1,1207,1
ID11306,40,4,2,Area1,14,22,14,1486,1,364,0
ID11307,36,3,3,Area1,13,8,8,688,2,507,0
ID11308,40,2,2,Area1,7,10,10,229,2,666,0
ID11309,29,2,1,Area1,14,12,12,133,2,398,1
ID11310,28,2,3,Area1,15,25,16,2458,2,1237,1
ID11311,28,2,1,Area1,15,30,19,605,1,1483,1
ID11312,36,5,2,Area1,16,15,12,3028,1,426,0
ID11313,39,4,1,Area1,16,15,15,106,2,506,0
ID11314,27,5,2,Area1,12,20,14,5006,1,1048,1
ID11315,40,2,3,Area1,15,30,22,803,1,918,0
ID11316,31,12,2,Area1,15,21,18,1074,1,914,0
ID11317,34,2,3,Area1,13,13,13,169,2,1159,0
ID11318,39,4,1,Area1,13,16,11,2578,2,585,0
ID11319,36,2,1,Area1,13,13,13,112,2,509,0
ID11320,31,2,2,Area1,15,42,25,1033,2,1080,0
ID11321,34,3,3,Area1,14,12,10,3127,2,1003,1
ID11322,27,2,1,Area1,8,21,21,1067,2,1460,1
ID11323,31,3,3,Area1,11,17,17,932,2,883,0
ID11324,27,3,1,Area1,13,16,16,2871,2,1153,1
ID11325,34,3,1,Area1,12,15,11,964,1,673,0
ID11326,26,5,1,Area1,11,15,15,2702,2,1376,1
ID11327,26,4,2,Area1,10,29,20,2160,2,354,1
ID11328,35,3,2,Area1,15,7,7,8,2,481,0
ID11329,36,3,1,Area1,11,12,12,1265,2,1425,0
ID11330,39,4,2,Area1,12,15,13,494,2,1387,0
ID11331,30,2,1,Area1,15,8,8,444,2,1257,1
ID11332,36,3,3,Area1,15,26,26,1194,2,1153,0
ID11333,32,3,2,Area1,15,14,14,344,2,615,0
ID11334,33,2,1,Area1,12,6,6,196,2,963,0
ID11335,33,3,3,Area1,12,14,10,8,1,975,0
ID11336,36,2,3,Area1,16,11,11,419,2,762,0
ID11337,26,2,2,Area1,13,8,8,646,1,1344,1
ID11338,30,4,2,Area1,15,35,30,1230,2,1162,0
ID11339,33,3,3,Area1,15,28,26,1023,2,1199,0
ID11340,30,4,1,Area1,16,31,33,1301,2,1167,0
ID11341,25,4,1,Area1,16,15,15,4603,2,458,0
ID11342,28,3,3,Area1,13,21,21,1245,2,481,0
ID11343,34,2,2,Area1,13,11,9,242,2,364,0
ID11344,39,3,2,Area1,14,17,12,496,1,430,0
ID11345,26,3,2,Area1,14,22,18,1474,2,381,0
ID11346,32,3,3,Area1,15,18,15,2362,1,783,0
ID11347,34,3,1,Area1,6,5,5,417,2,498,0
ID11348,38,4,2,Area1,16,17,13,322,1,1451,0
ID11349,25,4,1,Area1,13,14,10,882,2,872,0
ID11350,31,4,3,Area1,14,27,14,790,1,708,0
ID11351,39,2,1,Area1,15,14,11,945,2,1411,1
ID11352,25,3,3,Area1,12,19,16,657,2,796,0
ID11353,31,3,3,Area1,9,17,18,2946,2,1288,1
ID11354,27,5,1,Area1,13,16,12,365,2,1262,0
ID11355,39,3,2,Area1,15,16,15,3182,2,784,0
ID11356,34,4,1,Area1,5,15,15,2667,2,1230,1
ID11357,28,3,2,Area1,13,39,39,4980,2,520,1
ID11358,32,4,1,Area1,12,22,18,667,2,888,0
ID11359,27,3,1,Area1,8,27,21,1124,1,562,0
ID11360,38,3,3,Area1,15,17,14,4163,2,1468,0
ID11361,25,2,3,Area1,15,15,13,2353,2,790,1
ID11362,38,4,2,Area1,10,12,13,676,2,963,0
ID11363,37,2,3,Area1,16,15,14,1388,2,1433,0
ID11364,39,3,3,Area1,12,16,13,2935,2,1121,0
ID11365,29,5,2,Area1,16,60,49,18728,2,1307,1
ID11366,37,3,2,Area1,8,8,8,329,2,1067,0
ID11367,36,2,1,Area1,16,12,12,3308,2,1414,1
ID11368,29,3,2,Area1,14,10,9,829,2,771,0
ID11369,28,3,2,Area1,9,9,9,1656,2,585,1
ID11370,39,3,2,Area1,16,24,22,418,2,306,0
ID11371,31,4,2,Area2,16,12,12,2217,2,1114,0
ID11372,33,3,2,Area1,9,25,21,316,2,848,0
ID11373,27,3,2,Area1,9,7,7,6,2,641,1
ID11374,31,3,3,Area1,13,17,14,302,2,379,0
ID11375,35,3,1,Area1,16,13,13,1373,2,1426,0
ID11376,36,3,1,Area1,14,12,12,1017,2,1344,0
ID11377,25,3,3,Area1,14,26,25,1340,2,847,0
ID11378,36,3,3,Area1,14,17,17,332,2,952,0
ID11379,31,3,1,Area1,14,8,8,815,2,1099,0
ID11380,36,3,3,Area1,5,13,13,402,1,340,0
ID11381,39,4,3,Area1,6,17,14,346,2,439,0
ID11382,38,3,1,Area1,15,10,10,2719,2,1314,0
ID11383,29,3,1,Area1,8,9,9,226,2,1332,1
ID11384,34,3,1,Area1,15,15,15,2933,2,1021,0
ID11385,38,2,1,Area1,14,11,10,592,2,768,0
ID11386,36,2,1,Area1,13,11,10,2048,2,867,0
ID11387,33,4,3,Area1,13,17,17,2175,1,726,0
ID11388,33,3,2,Area1,13,16,16,530,2,470,0
ID11389,28,4,2,Area1,13,49,39,151,2,354,0
ID11390,30,4,2,Area1,9,19,19,1794,2,1116,1
ID11391,29,2,3,Area1,11,11,9,1835,2,562,1
ID11392,27,3,2,Area1,14,47,44,1287,1,1350,1
ID11393,32,4,2,Area1,12,48,38,973,2,371,0
ID11394,27,3,1,Area1,14,20,18,297,2,599,0
ID11395,32,4,1,Area1,15,19,17,1419,2,849,0
ID11396,37,2,1,Area1,6,7,7,534,1,1027,1
ID11397,32,4,3,Area1,15,16,14,2571,2,405,0
ID11398,35,4,1,Area1,16,14,13,1326,2,714,0
ID11399,32,3,2,Area1,9,14,10,470,2,687,0
ID11400,25,3,3,Area1,11,7,7,788,2,698,0
ID11401,26,2,3,Area1,13,20,19,695,1,1006,1
ID11402,25,3,3,Area1,13,42,30,1500,2,482,0
ID11403,29,2,3,Area1,5,8,8,185,2,1250,1
ID11404,35,3,1,Area1,16,21,16,609,1,742,0
ID11405,37,2,2,Area1,5,10,9,540,1,1028,1
ID11406,26,4,3,Area1,12,11,11,1495,2,1042,0
ID11407,39,3,1,Area1,8,11,9,346,2,1269,1
ID11408,35,3,3,Area1,12,12,11,1601,2,434,0
ID11409,26,4,1,Area1,15,10,10,865,2,947,0
ID11410,38,3,1,Area1,12,26,25,1512,2,1457,0
ID11411,33,4,1,Area1,9,10,10,1471,2,757,0
ID11412,30,3,3,Area1,15,14,14,263,1,1319,1
ID11413,32,2,2,Area1,11,14,14,651,2,1453,1
ID11414,26,4,3,Area1,15,33,28,3397,1,637,0
ID11415,31,3,1,Area1,15,17,17,1011,2,1345,0
ID11416,31,2,2,Area1,15,12,12,2105,2,569,1
ID11417,26,3,3,Area1,13,14,12,949,1,903,0
ID11418,34,3,1,Area1,16,42,28,5147,2,809,0
ID11419,36,2,3,Area1,17,19,19,409,2,654,0
ID11420,25,5,3,Area1,5,12,13,811,2,690,1
ID11421,34,2,1,Area1,13,12,12,997,2,1442,1
ID11422,40,2,3,Area1,13,15,14,613,1,1354,1
ID11423,40,3,1,Area1,13,19,12,3409,2,1048,1
ID11424,26,3,1,Area1,13,5,5,30,2,374,0
ID11425,35,3,3,Area1,12,12,12,1742,2,868,0
ID11426,28,2,3,Area1,13,19,9,1238,1,749,1
ID11427,29,4,3,Area1,16,25,20,497,2,644,0
ID11428,34,4,3,Area1,12,17,17,1272,2,854,0
ID11429,26,3,3,Area1,7,11,11,453,2,582,1
ID11430,33,2,1,Area1,14,10,9,308,1,412,0
ID11431,33,3,1,Area1,17,14,14,417,2,1330,0
ID11432,29,3,1,Area1,13,9,9,1015,2,1320,0
ID11433,40,4,1,Area1,8,9,8,1857,2,406,0
ID11434,26,3,3,Area1,15,8,8,606,2,827,0
ID11435,37,4,2,Area1,15,20,20,2597,2,932,0
ID11436,28,2,2,Area1,15,14,13,356,2,506,0
ID11437,33,3,3,Area1,15,13,13,1104,1,1231,0
ID11438,35,2,2,Area1,12,9,9,80,2,1026,1
ID11439,33,2,3,Area1,10,9,9,1859,2,1270,1
ID11440,37,2,3,Area1,15,26,22,1605,2,990,0
ID11441,30,2,1,Area1,5,10,10,882,2,979,1
ID11442,25,2,1,Area1,12,34,33,1048,2,489,0
ID11443,35,2,3,Area1,13,22,18,1295,2,649,0
ID11444,33,3,2,Area1,13,27,25,3232,2,836,0
ID11445,40,3,3,Area1,15,15,14,1554,1,575,0
ID11446,27,4,3,Area1,15,25,18,2955,1,1311,1
ID11447,32,2,3,Area1,7,10,10,332,2,672,1
ID11448,25,2,3,Area1,13,40,40,1757,2,743,1
ID11449,34,6,3,Area1,9,23,18,866,1,308,0
ID11450,36,3,1,Area1,15,12,12,1863,2,876,0
ID11451,38,4,2,Area1,16,10,10,680,2,480,0
ID11452,33,3,1,Area1,15,16,14,7412,1,987,0
ID11453,30,3,2,Area1,15,32,32,1651,2,1283,0
ID11454,31,4,3,Area1,13,2,2,0,2,1165,0
ID11455,30,3,1,Area1,5,19,19,379,2,698,0
ID11456,38,4,3,Area1,15,14,13,1669,2,1333,0
ID11457,38,3,1,Area1,13,11,11,3465,1,459,0
ID11458,28,2,1,Area1,13,13,13,124,2,987,0
ID11459,28,3,2,Area1,16,19,18,4474,2,1318,1
ID11460,27,4,1,Area1,13,21,21,57,2,1323,1
ID11461,33,6,3,Area1,14,22,19,8148,2,871,0
ID11462,25,2,1,Area1,16,17,16,2488,2,945,1
ID11463,26,3,3,Area1,11,58,57,236,2,862,0
ID11464,35,3,1,Area1,13,35,20,313,2,640,0
ID11465,38,3,3,Area1,13,15,11,316,1,353,0
ID11466,37,2,2,Area1,14,12,12,1045,2,763,0
ID11467,35,7,1,Area1,17,37,31,2152,2,356,0
ID11468,26,2,2,Area1,11,11,11,4766,2,510,1
ID11469,39,2,1,Area1,10,15,15,235,2,1144,1
ID11470,40,3,1,Area1,16,16,16,2277,2,1279,0
ID11471,31,3,2,Area1,16,30,30,6359,2,1393,0
ID11472,33,2,1,Area1,6,18,12,16,2,601,0
ID11473,27,3,2,Area1,16,21,19,2655,2,1132,1
ID11474,38,3,2,Area1,13,34,29,9697,2,615,0
ID11475,26,3,3,Area1,10,14,9,524,2,1264,1
ID11476,37,2,1,Area1,13,15,12,1306,2,1235,1
ID11477,35,2,1,Area1,16,11,7,1310,2,1334,1
ID11478,34,2,2,Area1,12,8,8,356,2,1197,0
ID11479,39,5,1,Area1,9,18,18,1785,2,389,0
ID11480,39,3,3,Area1,14,17,16,935,2,1010,0
ID11481,30,2,3,Area1,5,15,11,226,2,505,1
ID11482,36,2,1,Area1,13,6,6,485,2,1061,1
ID11483,37,5,2,Area1,15,20,20,1697,2,937,0
ID11484,26,3,3,Area1,13,9,9,871,2,1007,1
ID11485,31,5,1,Area1,14,11,11,2605,2,1048,1
ID11486,36,2,1,Area1,10,14,14,1926,2,624,0
ID11487,27,2,3,Area1,14,10,10,1979,2,370,0
ID11488,33,3,2,Area1,9,11,9,446,2,1270,0
ID11489,37,3,3,Area1,16,14,11,3798,2,924,0
ID11490,37,2,3,Area1,13,15,14,1532,2,706,0
ID11491,25,3,2,Area1,11,15,10,153,2,471,0
ID11492,33,4,2,Area1,15,20,20,767,2,1337,0
ID11493,34,4,2,Area1,16,16,16,2424,2,1212,1
ID11494,36,4,3,Area1,11,23,19,1099,1,1364,0
ID11495,33,3,3,Area1,15,44,37,568,2,1274,0
ID11496,34,4,1,Area1,13,14,8,241,1,637,0
ID11497,35,5,3,Area1,16,6,6,606,2,627,0
ID11498,25,3,2,Area1,13,8,8,154,2,625,0
ID11499,26,3,3,Area1,15,19,13,1944,2,1203,0
ID11500,39,2,2,Area1,14,16,14,843,1,1383,0
ID11501,34,2,2,Area1,16,20,16,315,2,972,0
ID11502,32,4,3,Area1,11,25,15,11,1,930,0
ID11503,34,2,3,Area1,15,21,20,95,1,307,0
ID11504,40,3,3,Area1,12,13,13,1404,2,395,0
ID11505,25,6,2,Area1,14,26,20,698,1,614,0
ID11506,31,2,2,Area1,15,30,23,1839,2,605,0
ID11507,25,2,3,Area1,14,13,13,896,2,1257,1
ID11508,27,3,3,Area1,13,17,17,511,2,461,0
ID11509,27,3,3,Area1,9,15,15,803,2,622,1
ID11510,33,2,2,Area1,10,12,12,881,2,1094,1
ID11511,38,2,1,Area1,6,8,8,7,2,1432,1
ID11512,29,2,2,Area1,13,12,9,678,1,1050,1
ID11513,31,4,2,Area1,15,20,12,2038,1,374,0
ID11514,26,2,3,Area1,15,26,26,1166,2,450,0
ID11515,31,3,2,Area1,13,20,20,2933,2,784,0
ID11516,35,3,2,Area1,12,16,13,1250,1,424,0
ID11517,34,3,2,Area1,16,20,20,245,2,1226,0
ID11518,31,4,3,Area1,15,44,31,1066,1,644,0
ID11519,40,4,3,Area1,13,25,15,75,2,952,0
ID11520,28,5,1,Area1,14,36,24,6411,2,512,1
ID11521,31,3,3,Area1,16,14,14,2804,1,1475,0
ID11522,34,3,2,Area1,13,6,6,1746,2,1422,0
ID11523,33,2,2,Area1,13,18,16,1029,1,622,0
ID11524,40,3,3,Area1,10,12,12,1080,1,1344,0
ID11525,37,4,2,Area1,16,6,6,1016,2,449,0
ID11526,34,3,1,Area1,16,14,14,1617,2,553,0
ID11527,36,4,1,Area1,15,17,17,1606,2,1010,0
ID11528,25,2,1,Area1,5,8,8,515,2,1155,1
ID11529,30,3,2,Area1,7,14,14,221,2,1499,1
ID11530,32,3,3,Area1,12,13,13,1911,1,670,0
ID11531,31,2,2,Area1,13,29,29,849,2,494,0
ID11532,26,3,1,Area1,16,23,23,865,2,723,0
ID11533,31,4,1,Area1,15,36,26,4481,2,1205,0
ID11534,39,4,1,Area1,13,3,3,356,2,769,0
ID11535,29,3,2,Area1,13,1,1,159,2,1440,1
ID11536,33,3,3,Area2,15,9,9,1096,2,1066,0
ID11537,34,3,1,Area2,15,13,13,1588,2,1204,0
ID11538,36,4,2,Area2,12,20,16,2458,1,597,0
ID11539,27,3,1,Area2,16,15,14,3885,2,1322,1
ID11540,25,3,3,Area2,13,12,12,568,2,510,0
ID11541,35,3,1,Area2,13,17,17,3701,2,822,0
ID11542,32,2,3,Area2,13,9,9,331,2,1386,1
ID11543,29,3,3,Area2,16,6,6,340,2,785,0
ID11544,35,2,1,Area2,13,10,10,2992,2,793,0
ID11545,27,2,3,Area2,14,6,6,880,2,1074,1
ID11546,35,4,1,Area2,13,10,10,890,2,1138,0
ID11547,34,3,1,Area2,13,11,11,1512,2,1202,0
ID11548,38,5,3,Area2,14,12,10,1074,1,966,0
ID11549,36,3,1,Area2,12,13,11,1523,2,503,0
ID11550,27,2,1,Area2,11,19,19,923,2,1351,1
ID11551,29,3,3,Area2,14,8,8,1549,2,335,0
ID11552,25,3,2,Area2,14,13,13,2016,2,1141,1
ID11553,32,3,2,Area2,14,15,12,2924,2,1199,0
ID11554,32,2,2,Area2,16,12,12,5233,2,816,1
ID11555,40,3,1,Area2,15,29,23,2196,2,344,0
ID11556,25,3,3,Area2,13,14,10,2572,1,1433,1
ID11557,36,3,2,Area2,8,12,12,1057,2,744,0
ID11558,36,4,2,Area2,13,8,8,1131,2,377,0
ID11559,31,3,3,Area2,16,13,13,1217,2,695,0
ID11560,28,2,2,Area2,15,11,11,219,2,845,1
ID11561,27,3,2,Area2,9,7,7,1115,2,877,0
ID11562,38,2,3,Area2,10,8,8,89,2,1462,1
ID11563,26,2,1,Area2,10,7,7,1510,2,941,0
