Date,Value
15-03-2011,68.4
15-03-2011,84.92
16-03-2011,83.55
16-03-2011,68.4
16-03-2011,68.4
17-03-2011,68.4
17-03-2011,68.4
17-03-2011,68.4
18-03-2011,68.4
18-03-2011,68.4
18-03-2011,68.4
19-03-2011,48.49
19-03-2011,68.4
19-03-2011,68.4
19-03-2011,68.4
20-03-2011,48.49
20-03-2011,68.4
20-03-2011,68.4
20-03-2011,68.4
21-03-2011,48.49
21-03-2011,68.4
22-03-2011,48.49
22-03-2011,68.4
23-03-2011,48.49
23-03-2011,68.4
24-03-2011,48.49
24-03-2011,68.4
25-03-2011,48.49
25-03-2011,68.4
26-03-2011,48.49
26-03-2011,68.4
27-03-2011,48.49
27-03-2011,68.4
28-03-2011,48.49
28-03-2011,68.4
29-03-2011,48.49
29-03-2011,68.4
29-03-2011,79.49
30-03-2011,83.55
30-03-2011,68.4
31-03-2011,72.39
31-03-2011,84.92
31-03-2011,68.4
01-04-2011,83.55
01-04-2011,72.39
01-04-2011,68.4
02-04-2011,72.39
02-04-2011,83.55
02-04-2011,68.4
03-04-2011,66.57
03-04-2011,50.61
03-04-2011,68.4
04-04-2011,72.39
04-04-2011,83.55
04-04-2011,68.4
05-04-2011,72.39
05-04-2011,83.55
05-04-2011,68.4
06-04-2011,72.39
06-04-2011,83.55
07-04-2011,84.91
07-04-2011,88.9
07-04-2011,84.92
08-04-2011,88.9
08-04-2011,84.91
08-04-2011,84.92
09-04-2011,88.9
09-04-2011,84.91
09-04-2011,88.91
10-04-2011,88.9
10-04-2011,84.91
10-04-2011,84.92
11-04-2011,88.9
11-04-2011,84.91
11-04-2011,84.92
12-04-2011,84.91
12-04-2011,88.9
12-04-2011,84.92
13-04-2011,88.9
13-04-2011,84.91
13-04-2011,84.92
14-04-2011,84.44
14-04-2011,84.45
14-04-2011,84.92
15-04-2011,84.44
15-04-2011,84.45
15-04-2011,84.92
16-04-2011,88.44
16-04-2011,92.44
16-04-2011,84.45
16-04-2011,84.92
17-04-2011,87.49
17-04-2011,84.44
17-04-2011,84.45
17-04-2011,84.92
18-04-2011,81.08
18-04-2011,84.44
18-04-2011,84.92
18-04-2011,84.45
19-04-2011,84.44
19-04-2011,81.08
19-04-2011,84.45
19-04-2011,84.92
20-04-2011,83.55
20-04-2011,81.08
20-04-2011,84.45
20-04-2011,84.92
21-04-2011,80.47
21-04-2011,83.55
21-04-2011,84.45
21-04-2011,84.92
22-04-2011,80.47
22-04-2011,83.55
22-04-2011,84.45
22-04-2011,84.92
23-04-2011,83.55
23-04-2011,80.47
23-04-2011,84.92
23-04-2011,84.45
24-04-2011,80.47
24-04-2011,83.55
24-04-2011,84.92
24-04-2011,84.45
25-04-2011,79.97
25-04-2011,83.55
25-04-2011,84.45
26-04-2011,83.55
26-04-2011,79.97
26-04-2011,84.45
27-04-2011,83.55
27-04-2011,84.92
27-04-2011,84.45
28-04-2011,83.55
28-04-2011,84.92
28-04-2011,84.45
29-04-2011,83.55
29-04-2011,84.45
29-04-2011,84.92
30-04-2011,83.55
30-04-2011,84.45
30-04-2011,84.92
01-05-2011,83.55
01-05-2011,84.92
01-05-2011,84.45
02-05-2011,83.55
02-05-2011,84.92
02-05-2011,84.45
02-05-2011,84.92
03-05-2011,84.92
03-05-2011,84.45
03-05-2011,84.92
04-05-2011,83.55
04-05-2011,84.92
04-05-2011,84.45
05-05-2011,83.55
05-05-2011,73.46
05-05-2011,84.45
05-05-2011,84.92
06-05-2011,73.46
06-05-2011,83.55
06-05-2011,84.45
07-05-2011,83.55
07-05-2011,66.5
07-05-2011,84.45
07-05-2011,66.5
07-05-2011,84.92
08-05-2011,83.55
08-05-2011,66.5
08-05-2011,66.5
08-05-2011,84.45
08-05-2011,84.92
08-05-2011,84.44
09-05-2011,83.55
09-05-2011,66.5
09-05-2011,66.5
09-05-2011,84.45
09-05-2011,84.92
09-05-2011,84.44
10-05-2011,83.55
10-05-2011,66.5
10-05-2011,66.5
10-05-2011,66.5
10-05-2011,84.45
10-05-2011,84.92
10-05-2011,61.5
11-05-2011,83.55
11-05-2011,66.5
11-05-2011,84.45
11-05-2011,83.54
11-05-2011,84.92
11-05-2011,83.54
11-05-2011,61.5
12-05-2011,83.55
12-05-2011,83.54
12-05-2011,66.5
12-05-2011,84.45
12-05-2011,84.92
12-05-2011,83.54
12-05-2011,61.5
13-05-2011,83.55
13-05-2011,83.55
13-05-2011,66.5
13-05-2011,61.5
13-05-2011,84.45
13-05-2011,84.92
13-05-2011,61.5
13-05-2011,84.45
13-05-2011,66.5
14-05-2011,83.55
14-05-2011,83.55
14-05-2011,66.5
14-05-2011,84.45
14-05-2011,84.92
14-05-2011,61.5
15-05-2011,84.44
15-05-2011,84.92
15-05-2011,66.5
15-05-2011,84.45
15-05-2011,61.5
16-05-2011,84.44
16-05-2011,61.5
16-05-2011,84.45
16-05-2011,84.92
16-05-2011,61.5
17-05-2011,84.44
17-05-2011,61.5
17-05-2011,84.45
17-05-2011,61.5
18-05-2011,84.44
19-05-2011,74.63
19-05-2011,83.55
19-05-2011,61.5
19-05-2011,84.45
19-05-2011,61.5
20-05-2011,76.14
20-05-2011,61.5
20-05-2011,84.45
20-05-2011,84.92
20-05-2011,61.5
21-05-2011,76.14
21-05-2011,61.5
21-05-2011,84.92
21-05-2011,84.45
21-05-2011,61.5
22-05-2011,76.14
22-05-2011,61.5
22-05-2011,84.45
22-05-2011,61.5
22-05-2011,84.92
23-05-2011,76.14
23-05-2011,61.5
23-05-2011,84.92
23-05-2011,84.45
23-05-2011,61.5
24-05-2011,75.78
24-05-2011,79.5
24-05-2011,61.5
25-05-2011,75.78
25-05-2011,79.5
25-05-2011,51.5
26-05-2011,70.82
26-05-2011,51.5
26-05-2011,79.5
27-05-2011,69.83
27-05-2011,79.5
27-05-2011,51.5
28-05-2011,69.83
28-05-2011,51.5
28-05-2011,79.5
29-05-2011,68.93
29-05-2011,51.5
29-05-2011,79.5
30-05-2011,68.93
30-05-2011,79.5
30-05-2011,51.5
31-05-2011,65.24
31-05-2011,46.5
31-05-2011,79.5
01-06-2011,70.86
01-06-2011,79.5
02-06-2011,79.5
03-06-2011,79.5
04-06-2011,54.94
04-06-2011,79.5
05-06-2011,54.94
05-06-2011,79.5
06-06-2011,54.94
06-06-2011,79.5
07-06-2011,54.94
07-06-2011,79.5
08-06-2011,54.94
08-06-2011,71.45
09-06-2011,54.94
09-06-2011,71.45
10-06-2011,54.94
10-06-2011,71.45
11-06-2011,54.94
11-06-2011,71.45
12-06-2011,79.5
12-06-2011,73.45
13-06-2011,79.5
13-06-2011,73.45
14-06-2011,79.5
14-06-2011,73.45
15-06-2011,73.45
16-06-2011,73.45
17-06-2011,78.39
17-06-2011,73.45
23-06-2011,73.45
23-06-2011,66.33
24-06-2011,66.33
24-06-2011,73.45
25-06-2011,78.39
25-06-2011,66.33
25-06-2011,73.45
26-06-2011,66.33
26-06-2011,73.45
27-06-2011,66.33
27-06-2011,66.33
27-06-2011,73.45
28-06-2011,66.33
28-06-2011,66.33
28-06-2011,73.45
29-06-2011,66.33
29-06-2011,73.45
30-06-2011,78.39
30-06-2011,78.39
30-06-2011,73.45
01-07-2011,73.3
01-07-2011,73.45
02-07-2011,73.3
02-07-2011,73.3
02-07-2011,40.5
02-07-2011,73.45
03-07-2011,73.3
03-07-2011,73.3
03-07-2011,73.45
03-07-2011,40.5
04-07-2011,73.3
04-07-2011,73.3
04-07-2011,73.45
04-07-2011,40.5
05-07-2011,73.3
05-07-2011,73.45
05-07-2011,40.5
06-07-2011,73.3
06-07-2011,73.45
06-07-2011,40.5
07-07-2011,73.3
07-07-2011,73.45
07-07-2011,40.5
08-07-2011,73.3
08-07-2011,73.45
08-07-2011,40.5
12-07-2011,73.3
12-07-2011,73.66
12-07-2011,73.45
12-07-2011,39.5
13-07-2011,73.3
13-07-2011,39.5
13-07-2011,73.45
14-07-2011,73.66
14-07-2011,73.3
14-07-2011,73.66
14-07-2011,73.45
15-07-2011,73.66
15-07-2011,73.3
15-07-2011,73.45
16-07-2011,66.49
16-07-2011,73.3
16-07-2011,66.48
17-07-2011,73.3
17-07-2011,73.3
17-07-2011,66.48
18-07-2011,73.3
18-07-2011,65.14
18-07-2011,66.48
19-07-2011,66.48
19-07-2011,73.3
19-07-2011,66.48
20-07-2011,64.34
20-07-2011,66.48
21-07-2011,61.48
21-07-2011,73.3
21-07-2011,73.45
21-07-2011,66.48
22-07-2011,66.48
22-07-2011,66.48
23-07-2011,61.48
23-07-2011,61.48
23-07-2011,66.48
24-07-2011,61.48
24-07-2011,73.3
24-07-2011,61.48
24-07-2011,66.48
25-07-2011,72.63
25-07-2011,73.3
25-07-2011,72.63
25-07-2011,66.48
26-07-2011,72.29
26-07-2011,73.3
26-07-2011,72.29
26-07-2011,73.45
27-07-2011,73.3
27-07-2011,71.07
27-07-2011,73.45
28-07-2011,57
28-07-2011,72.46
28-07-2011,71.07
28-07-2011,72.46
29-07-2011,72.46
29-07-2011,73.3
29-07-2011,72.46
29-07-2011,71.07
29-07-2011,73.45
30-07-2011,72.46
30-07-2011,73.3
30-07-2011,71.07
30-07-2011,72.46
31-07-2011,72.46
31-07-2011,72.46
31-07-2011,71.06
31-07-2011,71.07
04-08-2011,73.3
04-08-2011,72.46
04-08-2011,72.46
04-08-2011,73.45
05-08-2011,72.46
05-08-2011,72.46
05-08-2011,73.3
05-08-2011,73.45
07-08-2011,61.99
07-08-2011,69.16
07-08-2011,68.5
07-08-2011,66.48
08-08-2011,61
08-08-2011,69.16
08-08-2011,68.5
08-08-2011,66.48
09-08-2011,61
09-08-2011,68.5
09-08-2011,66.48
09-08-2011,69.16
10-08-2011,69.82
10-08-2011,69.6
10-08-2011,69.82
10-08-2011,68.94
10-08-2011,66.48
11-08-2011,67.49
11-08-2011,68.46
11-08-2011,68.12
11-08-2011,66.49
12-08-2011,67.49
12-08-2011,68.11
12-08-2011,68.12
12-08-2011,68.46
12-08-2011,68.46
13-08-2011,68.11
13-08-2011,68.12
13-08-2011,68.46
13-08-2011,68.46
14-08-2011,73.3
14-08-2011,67.24
14-08-2011,68.35
14-08-2011,69.09
14-08-2011,69.01
15-08-2011,68.49
15-08-2011,68.35
15-08-2011,70.34
15-08-2011,69.01
16-08-2011,69.49
16-08-2011,70.34
16-08-2011,68.35
16-08-2011,69.01
17-08-2011,69.49
17-08-2011,63.53
17-08-2011,63.08
18-08-2011,69.09
18-08-2011,63.5
18-08-2011,63.53
18-08-2011,63.5
19-08-2011,63.53
19-08-2011,63.5
19-08-2011,63.5
20-08-2011,60
20-08-2011,63.53
20-08-2011,63.53
21-08-2011,63.53
21-08-2011,63.53
22-08-2011,63.53
22-08-2011,63.53
23-08-2011,73.3
23-08-2011,63.5
23-08-2011,64.45
24-08-2011,73.3
24-08-2011,63.5
24-08-2011,60.86
24-08-2011,62.5
25-08-2011,73.3
25-08-2011,73.66
25-08-2011,73.66
25-08-2011,67.49
26-08-2011,73.3
26-08-2011,73.66
26-08-2011,73.66
26-08-2011,77.07
26-08-2011,63.45
27-08-2011,73.29
27-08-2011,78.39
27-08-2011,79.49
27-08-2011,73.65
27-08-2011,73.66
27-08-2011,73.29
28-08-2011,80.49
28-08-2011,73.26
28-08-2011,73.66
28-08-2011,78.39
28-08-2011,73.26
29-08-2011,71.5
29-08-2011,78.39
29-08-2011,73.25
29-08-2011,73.66
29-08-2011,73.15
03-09-2011,73.66
03-09-2011,73.27
04-09-2011,85.95
05-09-2011,91
06-09-2011,91
07-09-2011,91
08-09-2011,97.66
08-09-2011,91
08-09-2011,91.61
08-09-2011,99.16
08-09-2011,96.97
08-09-2011,93.95
08-09-2011,97.25
09-09-2011,101.49
09-09-2011,91.61
09-09-2011,95.43
09-09-2011,101.5
09-09-2011,99.16
09-09-2011,96.97
09-09-2011,93.95
09-09-2011,97.25
10-09-2011,101.49
10-09-2011,97.25
10-09-2011,99.16
10-09-2011,97.25
10-09-2011,101.5
10-09-2011,97.25
10-09-2011,97.25
11-09-2011,97.25
11-09-2011,101.49
11-09-2011,97.25
11-09-2011,97.25
11-09-2011,97.25
11-09-2011,97.25
11-09-2011,97.25
11-09-2011,97.25
12-09-2011,95.18
12-09-2011,95.18
12-09-2011,95.18
12-09-2011,95.18
12-09-2011,95.18
12-09-2011,97.25
12-09-2011,95.18
13-09-2011,91.3
13-09-2011,91.3
13-09-2011,91.3
13-09-2011,91.3
13-09-2011,91.3
13-09-2011,97.25
13-09-2011,91.35
14-09-2011,101.49
14-09-2011,91.25
14-09-2011,101.5
14-09-2011,91.25
14-09-2011,91.25
14-09-2011,91.25
14-09-2011,91.25
14-09-2011,97.25
15-09-2011,91.25
15-09-2011,91.25
15-09-2011,101.49
15-09-2011,91.25
15-09-2011,91.25
15-09-2011,91.25
15-09-2011,91.25
15-09-2011,97.25
16-09-2011,101.49
16-09-2011,91.25
16-09-2011,101.5
16-09-2011,91.25
16-09-2011,91.25
16-09-2011,91.25
16-09-2011,97.25
17-09-2011,91.25
17-09-2011,91.25
17-09-2011,85.99
17-09-2011,84.69
17-09-2011,85.99
17-09-2011,88.47
17-09-2011,91.25
17-09-2011,83.84
18-09-2011,84.84
18-09-2011,84.84
18-09-2011,84.78
18-09-2011,84.8
18-09-2011,84.78
18-09-2011,85.99
18-09-2011,84.84
18-09-2011,84.78
18-09-2011,84.8
19-09-2011,84.84
19-09-2011,84.76
19-09-2011,84.76
19-09-2011,84.76
19-09-2011,85.99
19-09-2011,88.47
19-09-2011,84.76
19-09-2011,97.25
19-09-2011,84.76
20-09-2011,84.75
20-09-2011,84.75
20-09-2011,91.49
20-09-2011,84.75
20-09-2011,85.99
20-09-2011,88.47
20-09-2011,84.75
20-09-2011,84.75
20-09-2011,84.75
21-09-2011,84.73
21-09-2011,84.73
21-09-2011,84.73
21-09-2011,85.99
21-09-2011,84.74
21-09-2011,88.47
21-09-2011,84.73
21-09-2011,84.73
21-09-2011,97.25
22-09-2011,85.98
22-09-2011,85.98
22-09-2011,85.99
22-09-2011,88.47
22-09-2011,85.98
22-09-2011,85.98
22-09-2011,85.98
22-09-2011,97.25
23-09-2011,85.95
23-09-2011,85.95
23-09-2011,85.99
23-09-2011,85.95
23-09-2011,85.95
23-09-2011,97.25
24-09-2011,85.95
24-09-2011,85.9
24-09-2011,85.9
24-09-2011,97.25
24-09-2011,88.74
24-09-2011,85.99
24-09-2011,85.9
25-09-2011,91.49
25-09-2011,85.84
25-09-2011,85.99
25-09-2011,85.9
25-09-2011,85.82
25-09-2011,97.25
26-09-2011,93.49
26-09-2011,85.82
26-09-2011,85.99
26-09-2011,85.82
26-09-2011,85.82
26-09-2011,97.25
27-09-2011,88.19
27-09-2011,71.5
27-09-2011,85.82
27-09-2011,85.82
27-09-2011,85.99
27-09-2011,85.66
27-09-2011,88.19
28-09-2011,100.3
28-09-2011,94.49
28-09-2011,85.82
28-09-2011,85.82
28-09-2011,97.25
28-09-2011,85.99
28-09-2011,85.82
29-09-2011,100.3
29-09-2011,94.49
29-09-2011,85.99
29-09-2011,85.68
29-09-2011,85.7
29-09-2011,85.68
29-09-2011,97.25
30-09-2011,85.68
30-09-2011,94.49
30-09-2011,85.68
30-09-2011,85.68
30-09-2011,88.16
30-09-2011,85.68
30-09-2011,85.68
30-09-2011,97.25
01-10-2011,88.16
01-10-2011,94.49
01-10-2011,88.16
01-10-2011,88.16
01-10-2011,88.16
01-10-2011,88.16
01-10-2011,97.25
02-10-2011,88.16
02-10-2011,94.49
02-10-2011,89.5
02-10-2011,93.17
02-10-2011,88.16
02-10-2011,81.4
02-10-2011,81.4
03-10-2011,81.4
03-10-2011,94.49
03-10-2011,89.5
03-10-2011,93.17
03-10-2011,81.4
03-10-2011,81.4
03-10-2011,81.4
04-10-2011,81.3
04-10-2011,95.49
04-10-2011,89.5
04-10-2011,93.17
04-10-2011,81.25
04-10-2011,97.25
04-10-2011,81.25
05-10-2011,89.5
05-10-2011,96.49
05-10-2011,89.5
05-10-2011,93.17
05-10-2011,89.5
05-10-2011,89.5
05-10-2011,97.25
06-10-2011,89.5
06-10-2011,89.5
06-10-2011,89.5
06-10-2011,89.5
06-10-2011,89.5
06-10-2011,97.25
06-10-2011,89.5
07-10-2011,89.5
07-10-2011,97.49
07-10-2011,94.92
07-10-2011,89.5
07-10-2011,97.25
07-10-2011,89.5
07-10-2011,89.5
14-10-2011,98.82
14-10-2011,98.82
14-10-2011,98.82
14-10-2011,98.82
14-10-2011,98.82
14-10-2011,98.82
15-10-2011,98.82
15-10-2011,98.82
15-10-2011,98.82
15-10-2011,98.82
15-10-2011,98.82
16-10-2011,98.82
16-10-2011,98.82
16-10-2011,98.82
16-10-2011,98.82
16-10-2011,98.82
17-10-2011,98.82
17-10-2011,98.82
17-10-2011,98.82
17-10-2011,98.82
17-10-2011,98.82
18-10-2011,98.82
18-10-2011,98.82
18-10-2011,98.82
18-10-2011,98.82
18-10-2011,98.82
19-10-2011,98.82
19-10-2011,98.82
19-10-2011,98.82
19-10-2011,98.82
19-10-2011,98.82
20-10-2011,98.82
20-10-2011,98.82
20-10-2011,98.82
20-10-2011,98.82
20-10-2011,98.82
21-10-2011,98.82
21-10-2011,98.82
21-10-2011,98.82
21-10-2011,98.82
21-10-2011,98.82
22-10-2011,98.82
22-10-2011,98.82
22-10-2011,98.82
22-10-2011,98.82
22-10-2011,98.82
23-10-2011,98.82
23-10-2011,100.49
23-10-2011,98.82
23-10-2011,98.82
23-10-2011,98.82
25-10-2011,98.82
25-10-2011,99.49
25-10-2011,98.82
25-10-2011,98.82
25-10-2011,98.82
25-10-2011,98.82
26-10-2011,98.82
26-10-2011,99.49
26-10-2011,98.82
26-10-2011,98.82
26-10-2011,98.82
27-10-2011,98.82
27-10-2011,100.49
27-10-2011,101.49
27-10-2011,98.82
27-10-2011,98.82
27-10-2011,98.82
28-10-2011,98.82
28-10-2011,99.49
28-10-2011,98.82
28-10-2011,88.97
28-10-2011,88.97
29-10-2011,98.82
29-10-2011,99.49
29-10-2011,98.82
29-10-2011,88.87
29-10-2011,88.87
30-10-2011,88.87
30-10-2011,98.49
30-10-2011,88.76
30-10-2011,88.76
31-10-2011,88.7
31-10-2011,97.49
31-10-2011,88.66
31-10-2011,88.66
01-11-2011,88.7
01-11-2011,96.49
01-11-2011,88.51
01-11-2011,88.51
02-11-2011,88.45
02-11-2011,96.49
02-11-2011,88.45
02-11-2011,88.45
04-11-2011,88.43
04-11-2011,96.49
04-11-2011,88.43
04-11-2011,88.43
05-11-2011,88.43
05-11-2011,96.49
05-11-2011,88.4
05-11-2011,88.4
06-11-2011,88.39
06-11-2011,88.39
06-11-2011,88.39
13-11-2011,88.16
13-11-2011,88.06
13-11-2011,88.05
13-11-2011,88.06
14-11-2011,88.02
14-11-2011,87.92
14-11-2011,87.92
14-11-2011,87.92
15-11-2011,88.02
15-11-2011,87.82
15-11-2011,87.83
15-11-2011,87.83
16-11-2011,87.67
16-11-2011,87.67
16-11-2011,87.67
16-11-2011,87.67
16-11-2011,87.67
17-11-2011,87.67
17-11-2011,87.63
17-11-2011,87.67
17-11-2011,87.64
17-11-2011,87.64
18-11-2011,87.67
18-11-2011,87.6
18-11-2011,87.67
18-11-2011,87.61
18-11-2011,87.63
19-11-2011,87.67
19-11-2011,86.43
19-11-2011,86.42
19-11-2011,87.67
19-11-2011,86.43
20-11-2011,87.67
20-11-2011,86.3
20-11-2011,86.31
21-11-2011,87.67
21-11-2011,86.24
21-11-2011,86.24
22-11-2011,86.16
22-11-2011,85.35
22-11-2011,86.16
22-11-2011,85.35
23-11-2011,85.26
23-11-2011,84.36
23-11-2011,84.36
23-11-2011,85.26
24-11-2011,84.31
24-11-2011,88.3
24-11-2011,90.34
24-11-2011,84.31
24-11-2011,84.31
24-11-2011,85.26
25-11-2011,84.24
25-11-2011,88.22
25-11-2011,90.34
25-11-2011,84.23
25-11-2011,84.24
25-11-2011,84.23
26-11-2011,88.22
26-11-2011,84.24
26-11-2011,90.34
26-11-2011,84.23
26-11-2011,84.24
26-11-2011,84.23
27-11-2011,88.22
27-11-2011,84.24
27-11-2011,90.34
27-11-2011,84.23
27-11-2011,84.23
28-11-2011,84.23
28-11-2011,88.19
28-11-2011,90.34
28-11-2011,84.23
28-11-2011,84.2
29-11-2011,84.23
29-11-2011,88.19
29-11-2011,90.34
29-11-2011,84.23
29-11-2011,84.2
30-11-2011,88.19
30-11-2011,84.23
30-11-2011,84.23
30-11-2011,84.2
01-12-2011,84.23
01-12-2011,88.19
01-12-2011,84.23
01-12-2011,84.23
01-12-2011,84.2
02-12-2011,88.19
02-12-2011,84.23
02-12-2011,84.23
02-12-2011,84.2
03-12-2011,84.23
03-12-2011,88.19
03-12-2011,84.2
03-12-2011,84.23
04-12-2011,88.12
04-12-2011,84.23
04-12-2011,84.13
04-12-2011,84.13
05-12-2011,84.06
05-12-2011,84.06
05-12-2011,88.02
05-12-2011,84.03
05-12-2011,84.03
05-12-2011,84.06
06-12-2011,87.95
06-12-2011,84.06
06-12-2011,83.95
06-12-2011,83.96
07-12-2011,81.18
07-12-2011,85.15
07-12-2011,81.18
07-12-2011,81.18
07-12-2011,81.16
07-12-2011,81.18
07-12-2011,81.16
08-12-2011,81.13
08-12-2011,85.07
08-12-2011,81.13
08-12-2011,81.07
08-12-2011,81.13
08-12-2011,81.08
09-12-2011,84.99
09-12-2011,81.13
09-12-2011,81.04
09-12-2011,81
10-12-2011,81
10-12-2011,84.97
10-12-2011,81
10-12-2011,81
10-12-2011,80.98
10-12-2011,80.99
10-12-2011,81
11-12-2011,80.92
11-12-2011,81
11-12-2011,84.87
11-12-2011,80.88
11-12-2011,80.89
12-12-2011,80.79
12-12-2011,84.76
12-12-2011,81
12-12-2011,80.84
12-12-2011,80.77
12-12-2011,80.76
13-12-2011,80.73
13-12-2011,81
13-12-2011,80.49
13-12-2011,76.5
13-12-2011,80.7
13-12-2011,80.46
13-12-2011,80.46
14-12-2011,81
14-12-2011,80.41
14-12-2011,76.5
14-12-2011,80.41
14-12-2011,80.7
14-12-2011,80.41
15-12-2011,81
15-12-2011,76.5
15-12-2011,76.47
15-12-2011,76.43
15-12-2011,76.42
15-12-2011,76.42
16-12-2011,81
16-12-2011,76.4
16-12-2011,76.5
16-12-2011,76.38
16-12-2011,76.35
16-12-2011,76.35
17-12-2011,75.49
17-12-2011,75.49
17-12-2011,75.49
17-12-2011,75.46
17-12-2011,75.49
17-12-2011,75.47
17-12-2011,75.46
18-12-2011,66.48
18-12-2011,76.5
18-12-2011,75.49
18-12-2011,77.02
18-12-2011,66.5
18-12-2011,75.42
18-12-2011,66.48
19-12-2011,76.5
19-12-2011,75.49
19-12-2011,77.02
19-12-2011,66.5
19-12-2011,75.42
19-12-2011,66.5
20-12-2011,76.5
20-12-2011,75.49
20-12-2011,77.02
20-12-2011,66.5
20-12-2011,75.42
20-12-2011,66.5
21-12-2011,66.5
21-12-2011,66.5
21-12-2011,66.5
21-12-2011,75.42
21-12-2011,66.5
21-12-2011,66.5
21-12-2011,66.5
22-12-2011,66.5
22-12-2011,76.5
22-12-2011,66.49
22-12-2011,72.05
22-12-2011,75.42
23-12-2011,66.48
23-12-2011,66.48
23-12-2011,66.48
23-12-2011,66.49
23-12-2011,72.05
23-12-2011,66.48
23-12-2011,75.41
24-12-2011,66.48
24-12-2011,76.5
24-12-2011,66.49
24-12-2011,72.05
24-12-2011,75.39
25-12-2011,66.48
25-12-2011,76.5
25-12-2011,66.49
25-12-2011,72.05
25-12-2011,75.39
26-12-2011,66.48
26-12-2011,76.5
26-12-2011,66.49
26-12-2011,72.05
26-12-2011,75.39
27-12-2011,76.5
27-12-2011,66.48
27-12-2011,66.49
27-12-2011,72.05
27-12-2011,75.39
28-12-2011,76.5
28-12-2011,60.5
29-12-2011,76.5
29-12-2011,69.44
29-12-2011,69.44
29-12-2011,69.42
30-12-2011,69.42
30-12-2011,76.5
30-12-2011,79.38
31-12-2011,76.5
31-12-2011,67.56
31-12-2011,69.42
01-01-2012,66.99
01-01-2012,76.5
01-01-2012,66.93
01-01-2012,66.98
02-01-2012,66.99
02-01-2012,76.5
02-01-2012,65.44
02-01-2012,66.98
03-01-2012,66.99
03-01-2012,76.5
03-01-2012,65.44
03-01-2012,66.98
04-01-2012,76.5
04-01-2012,66.99
04-01-2012,66.94
04-01-2012,85.49
04-01-2012,85.48
05-01-2012,66.99
05-01-2012,76.5
05-01-2012,84.49
05-01-2012,71.37
06-01-2012,66.5
06-01-2012,77.82
06-01-2012,83.49
06-01-2012,66.45
06-01-2012,77.8
07-01-2012,77.77
07-01-2012,83.49
07-01-2012,75.36
08-01-2012,77.77
08-01-2012,77.5
08-01-2012,77.5
09-01-2012,81.49
09-01-2012,86.49
09-01-2012,77.49
09-01-2012,77.5
10-01-2012,81.48
10-01-2012,87.49
10-01-2012,77.49
10-01-2012,77.5
11-01-2012,80.5
11-01-2012,71.5
11-01-2012,71.48
11-01-2012,77.5
12-01-2012,68
12-01-2012,71.5
12-01-2012,71.37
12-01-2012,77.5
13-01-2012,71.5
13-01-2012,71.37
13-01-2012,77.5
14-01-2012,72.49
14-01-2012,71.37
14-01-2012,77.5
15-01-2012,72.49
15-01-2012,68
16-01-2012,72.49
16-01-2012,68
17-01-2012,74.81
17-01-2012,76.49
17-01-2012,68
17-01-2012,68
18-01-2012,78.25
18-01-2012,75.69
18-01-2012,78.25
18-01-2012,77.5
19-01-2012,76.44
19-01-2012,77.47
19-01-2012,76.44
19-01-2012,77.5
20-01-2012,77.46
20-01-2012,77.44
20-01-2012,77.5
21-01-2012,77.5
21-01-2012,99.5
21-01-2012,86.49
21-01-2012,77.5
22-01-2012,91.2
22-01-2012,86.49
22-01-2012,86.49
22-01-2012,86.49
22-01-2012,86.49
23-01-2012,86.49
23-01-2012,86.47
23-01-2012,86.47
23-01-2012,86.48
23-01-2012,86.47
23-01-2012,86.47
24-01-2012,89.6
24-01-2012,66.48
24-01-2012,66.47
24-01-2012,66.47
24-01-2012,66.49
24-01-2012,66.48
25-01-2012,87.5
25-01-2012,66.45
25-01-2012,87.95
25-01-2012,66.45
25-01-2012,74.83
25-01-2012,66.47
25-01-2012,66.46
25-01-2012,86.61
26-01-2012,87.5
26-01-2012,74.83
26-01-2012,87.95
26-01-2012,74.83
26-01-2012,66.44
26-01-2012,86.61
26-01-2012,92.09
28-01-2012,77.1
28-01-2012,77.1
28-01-2012,77.11
28-01-2012,77.1
29-01-2012,80.98
29-01-2012,77.1
29-01-2012,77.1
29-01-2012,80.45
29-01-2012,77.1
30-01-2012,75.49
30-01-2012,80.98
30-01-2012,75.49
30-01-2012,80.45
30-01-2012,77.1
31-01-2012,75.49
31-01-2012,75.33
31-01-2012,80.45
31-01-2012,75.49
01-02-2012,74.97
01-02-2012,75.08
01-02-2012,74.92
02-02-2012,74.97
02-02-2012,74.92
02-02-2012,75.08
03-02-2012,69.43
03-02-2012,69.97
03-02-2012,80.98
03-02-2012,69.43
03-02-2012,69.43
04-02-2012,80.98
04-02-2012,69.37
04-02-2012,69.22
04-02-2012,69.42
05-02-2012,80.98
05-02-2012,67.49
05-02-2012,80.98
05-02-2012,67.33
05-02-2012,69.01
06-02-2012,77.45
06-02-2012,67.49
06-02-2012,80.98
06-02-2012,67.08
06-02-2012,67.08
06-02-2012,84.34
06-02-2012,67.13
07-02-2012,67.49
07-02-2012,77.45
07-02-2012,80.98
07-02-2012,67.07
07-02-2012,67.07
07-02-2012,84.34
07-02-2012,67.07
08-02-2012,80.98
08-02-2012,80.98
08-02-2012,71.49
08-02-2012,84.34
08-02-2012,67.06
09-02-2012,80.98
09-02-2012,80.49
09-02-2012,70.49
09-02-2012,84.34
09-02-2012,70.49
09-02-2012,86.61
10-02-2012,80.49
